Cu_lat,Cu_long,Area_lat,Area_long,Region,Division,Subregion,Area/Kingdom,Culture,Cu_location,People,Diasporas,People2,Arensberg-Lomax_clusters,Focal_years,Koppen_climate_terrain,Koppen_code,Arensberg/Lomax_taxon,Taxon_id,Language,Lang_Family,ISO_code,Glottocode,Country,Country_id,All_cid,C_cid,M_cid,Ch_cid,P_cid,Ph_cid,I+cid,Soc_cid,D-Place_Id,C_sample_size,Alt_culture_names,EA_cu_name,EA_Prov,Murdock_cu#,EA_#,Culture_Wiki,People/Culture,Notes_1,Notes_2,Culture Sources
5.95,15.26,3.5,17.19,Africa,Central Africa,N Central Africa,E C Cameroon/ W Central African Rep/ N Congo/ N W DR Congo ,Gbaya Bodoe,"Bouar, Nana-MambÃ©rÃ©, Central African Rep",Gbaya Peoples,,,Tropical Gardeners,1977,Tropical Savannah,Aw,,,Bodoe,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Northwest Gbaya",,bodo1270,Central African Republic,,30009,30009,,30009,,,,,,5,,GBAYA-BODO,Ubangi-Shari,30009,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap   @WikiGbaya  @Glottobodo1270
8.59,18.06,8.22,24.63,Africa,Central Africa,N Central Africa,N W Central African Rep/ S Chad/ S W Sudan,Sara Daye,"Gon, Barh Sara, Mandoul, Chad",Sara Nilotes,,,Tropical Gardeners,1966,Tropical Savannah,Aw,,,Sara Central Logone,"Central Sudanic, Sara-Bongo-Bagirmi, Saraic",,sara1345,Chad,,30001,30001,,,,,,,,1,Sara Peoples/ Chaddic Nilotes,,Lake Chad,,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap   @WikiSara @EWCSara  @Glottosara1345
8.08,17.07,8.22,24.63,Africa,Central Africa,N Central Africa,N W Central African Rep/ S Chad/ S W Sudan,Sara Gor,"La Pende, Logone Oriental, Chad",Sara Nilotes,,,Tropical Gardeners,1966,"Tropical Savannah, Warm Desert (N Sudan)","Aw, BWh",,,Gor,"Central Sudanic, Sara-Bongo-Bagirmi, Saraic, Sara Central Logone-Chari, Bediondo",ISO 639-3: gqr,gorr1238,"Southern Chad, NW Central African Republic, N Sudan",,30004,30004,,,,,,,,1,Sara Peoples; Chaddic Nilotes,SARA-GOR,Lake Chad,30004,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottogorr1238 @Ethnogqr @WikiSara @EWCSara  
7.7,17.1,8.22,24.63,Africa,Central Africa,N Central Africa,N W Central African Rep/ S Chad/ S W Sudan,Sara Kaba,"MaartÃ©, Logone Oriental, Chad",Sara Nilotes,,,Tropical Gardeners,1966,Tropical Savannah,Aw,AH-Savannah,scfal921,Kaba,"Central Sudanic, Sara-Bongo-Bagirmi, SBB Occidental, Saraic, Sara Central, Gore",ISO 639-3: ksp,kaba1281,Chad,,30003,30003,,,24993,,,30003,,3,Sara Peoples/ Chaddic Nilotes,SARA-KABA; Sara Kaba -D_m_; SARA,Lake Chad,30003; 30005; 24993,41313,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottokaba1281 @Ethnoksp @WikiSara @EWCSara  
11.01,18.29,8.22,24.63,Africa,Central Africa,N Central Africa,N W Central African Rep/ S Chad/ S W Sudan,Sara Madjingaye,"Logone Oriental, Chad",Sara Nilotes,,,Tropical Gardeners,1966,Tropical Savannah,Aw,AH-Savannah,,Sara,"Central Sudanic, Sara-Bongo-Bagirmi, SBB Occidental, Saraic",,cent2044,Chad; Sudan; Central African Republic,,30006,30006,,,,,,,,2,Sara Peoples/ Chaddic Nilotes,SARA-MADJINGAYE,Lake Chad,30006,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottocent2044  @WikiSara @EWCSara  
4.62,26.72,5.08,27.44,Africa,Central Africa,N Central Africa,S E Central African Rep/ N E DR Congo/ South Sudan,Azande,"Dungu, Haut-Uele Prov, DR Congo",Zande,,,Tropical Gardeners,1952; 1954,"Tropical Savannah, Monsoon","Aw, Am",AH-Rain Forest,scfal575,Zande,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Ubangi, Zandic, Zande-Nzakara",ISO 639-3: zne,zand1248,Central African Republic; Democratic Republic of the Congo; South Sudan,,11155,11155,,11155,,,,11155,,11,Adio; Zande; Sandeh; Niam-Niam,AZANDA; AZANDE,Azande-Mangbetu,11155,59970; 37675,wiki,Sudanic,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottozand1248 @Ethnozne @WikiZande  
4.23,30.01,5.85,28,Africa,Central Africa,N Central Africa,S W South Sudan,Mundu,"Maridi, Maridi State, South Sudan",Mundu Ubangi Peoples,,,African Pastoralists,1958,"Tropical Savannah, Arid Steppe Hot","Aw, BSh",,,MÃ_ndÃ_,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Bantu, Tsogo",ISO 639-3: muh,mund1326,South Sudan,,21891,21891,,,,,,,,1,,MUNDU,Ubangi-Shari,21891,,wiki,"The Mundu are a C Sudanic people inhabiting the Maridi district in W Equatoria. Their culture and social ethics are represented in their songs, poetry, art, dance and folklore. ",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottomund1326 @Ethnomuh @WikiMundu  
5.87,11.61,4.67,11.91,Africa,Central Africa,N W Central Africa,"Centre Reg, Cameroon",Bedzan,"Mbam-et-Kim, Centre Reg, Cameroon",W Tropical Forest Hunter Gatherers,,,African Gatherers,1995-2000,"Monsoon, Tropical Savannah","Am, Aw",,,Tikar,"Atlantic-Congo, Volta-Congo, Benue-Congo, Southern Bantoid, Narrow Bantu, Njila",ISO 639-3: tik,tika1246,Cameroon,,30035,30035,,,,,,,,7,Tikar; Medzan,BEDZAN,Cameroon Bantu,,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottotika1246 @Ethnotik @WikiBedzan  
10.96,14.14,9.24,13.62,Africa,Central Africa,N W Central Africa,N Cameroon,Ouldeme,"Mandara Mtns, Cameroon",Biu-Mandara Chadic Peoples,,Chadic People,Tropical Gardeners,1994-1996,Semi Arid Steppe Hot,BSh,,,Wuzlam,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Tivoid",ISO 639-3: udl,wuzl1236,Cameroon,,30026,30026,,,,,,,,3,Uldeme,,Tiv-Adamawa,,,wiki,A Nilotic people of Northern Chad and Cameroon who speak a central Chadic Afro-Asiatic language.,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottowuzl1236 @Ethnoudl @WikiWuzlam  
7.58,14.27,9.24,13.62,Africa,Central Africa,N W Central Africa,N Cameroon,Mbum,"Mayo-Rey, North Prov, Cameroon",Mbum Peoples,,,Tropical Gardeners,1966,Semi Arid Steppe Hot,BSh,AH-Sudan,scfal668,Mbum,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Mbumic",ISO 639-3: mdd,mbum1254,Cameroon,,21110,21110,,,,,,21110,,5,Mbubem; Bebaroe,MBUM,Tiv-Adamawa,21110,30290,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottombum1254 @Ethnomdd @WikiMafa  
8.14,13.08,10.45,14.73,Africa,Central Africa,N W Central Africa,N Cameroon/ Chad/ Central African Rep/ N E Nigeria,Adamawa Fulani,"Faro, North Prov, Cameroon",Fula Peoples,,,African Pastoralists,1976,Tropical Savannah,Aw,,,Fula,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Central Western Bantu, Luban",ISO 639-3: ful,fula1264,Cameroon,,30045,30045,,,,,,,,4,Bagirmi Fulani,ADAMAWA FULANI,Fulani,,,wiki,"The Adamawa Fulani of Gazawa, Cameroon are part of the Fulani ethnic group, who are widely dispersed throughout West Africa but share a common language and cultural code of conduct known as pulaaku. Pulaaku consists of qualities like patience, self-control, hospitality, courage, and hard work. The Adamawa Fulani are mostly nomadic herders, raising cattle. Herding cattle is done by the men, while milking is womenâ€™s work. Cattle have symbolic importance and shape Fulani values. The Adamawa Fulani adopted Islam in the 15th century.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottofula1264 @Ethnoful @WikiFula  
11,14,8.62,12.48,Africa,Central Africa,N W Central Africa,N Cameroon/ E Nigeria,Mafa,"Mayo-Sava, Extreme-Nord Prov, Cameroon",Biu-Mandara Chadic Peoples,,Chadic People,Tropical Gardeners,,Semi Arid Steppe Hot,BSh,AH-Sudan,scfal667,Mafa,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Central Western Bantu",ISO 639-3: maf,mafa1239,Cameroon,,21000,,,21000,,,,21000,,,Mafa,MATAKAM,Lake Chad,,2130,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottomafa1239 @Ethnomaf @WikiMafa  
9.83,14.48,8.61,15.09,Africa,Central Africa,N W Central Africa,N Cameroon/ S Chad,Mundang,"Lac Lere, Mayo-Kebbi Ouest, Chad",Mbum Peoples,,,Tropical Gardeners,1994-1996,Semi Arid Steppe Hot,BSh,AH-Savannah,scfal890,Mundang,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Mbumic",ISO 639-3: mua,mund1325,"Cameroon, Chad",,30025,30025,,,,,,,,1,,MUNDANG,Tiv-Adamawa,21880,30805,wiki,The Mundang of southern Chad and northern Cameroon speak a Mbum language in the Tupuri subfamily.,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottomund1325 @Ethnomua @WikiMundang  
10.01,14.87,8.61,15.09,Africa,Central Africa,N W Central Africa,N Cameroon/ S Chad,Tupuri,"Mayo-Danay, Extreme-Nord Prov, Cameroon",Mbum Peoples,,,Tropical Gardeners,1994-1996,Semi Arid Steppe Hot,BSh,AH-Savannah,scfal950,Tupuri,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Mbumic",ISO 639-3: tui,tupu1244,"Cameroon, Chad",,30024,30024,,,,,,,,1,,TUBURI,Tiv-Adamawa,27578,47723,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottotupu1244 @Ethnotui @WikiTupuri  
15.09,8.43,12.49,14.46,Africa,Central Africa,N W Central Africa,N E Cameroon/ W Central African Rep/ S W Chad/  N E DR Congo/ S Niger/ N Nigeria,Wodaabe,"Tanout, Zinder Reg, Niger",Fula Peoples,,,African Pastoralists,1948; 1959; 1987,Warm Desert,BWh,P-African Cattle Nomads; P-Moslem Sudan,scfal1009; scfal1015,Fula,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, East Bantu",ISO 639-3: ful,fula1264,Niger; Central African Republic; Cameroon,,15544,15544,,,,,,15544,,12,Fula; FulÉ“e; Peul; Bororo; Mbororo; Wassolon,FULANI; WASSOLON; WODAABE,Fulani,15544; 28711; 30007; 30008,47164; 10096,wiki,The Wodaabe people are subgroup of the Fulani ethnic group. The Wodaabe are commonly nomadic cattle-herders and traders. They are famouse for their detailed attire and unique cultural rituals.,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottofula1264 @Ethnoful @WikiWodaabe  
5.49,10.85,5.53,10.82,Africa,Central Africa,N W Central Africa,N W Cameroon,Bamum,"Noun, West Prov, Cameroon",Bamum,,S Bantoid,Tropical Gardeners,1957,Tropical Savannah,Aw,AH-Sudan,scfal595,Bamun,"Atlantic-Congo, Volta-Congo, Bantoid, Wide Grassfields, Mbam-Nkam, Bamoun",ISO 639-3: bax,bamu1253,Cameroon,,30193,30193,,,,,,,,5,Bamoum; Bamun; Bamoun; Mum,BAMUM,Cameroon Bantu,11562,10797,wiki,Former Kingdom of Bamun,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottobamu1253 @Ethnobax @WikiBamum  
6.58,10.55,6.46,10.79,Africa,Central Africa,N W Central Africa,N W Cameroon,Bessa,"Misaje, Donga-Mantung, Northwest Prov, Cameroon",Bessa,,S Bantoid,Tropical Gardeners,,Tropical Savannah,Aw,,,Saari,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Beboid, Eastern Beboid, Nsari-Nooni-Ncane",,nsar1238,Cameroon,,25015,,,25015,,,,,,,Nsari; Sari; Saari; Sali; Besaah; Bessah; Bessaah,,Cameroon Bantu,,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottonsar1238   @WikiMisaje 
6.14,10.12,6.46,10.79,Africa,Central Africa,N W Central Africa,N W Cameroon,Fut,"Mezam, Northwest Prov, Cameroon",Fut,,,Tropical Gardeners,1959,"Monsoon, Tropical Savannah","Am, Aw",AH-Sudan,scfal622,Bafut,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Bantu",ISO 639-3: bfd,bafu1246,Cameroon,,15577,15577,,,,,,15577,,10,Bafut; Bufe; Fu,FUT,Cameroon Bantu,15577,55612,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottobafu1246 @Ethnobfd @WikiFut  
6,10,6.46,10.79,Africa,Central Africa,N W Central Africa,N W Cameroon,Widikum,"Numben, Northwest Prov, Cameroon",Widikum,,,Tropical Gardeners,,Tropical Savannah,Aw,Unclassified Food Producers,scfal1275,Meta',"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Wide Grassfields, Narrow Grassfields, Momo, Widikum-Tadkon",ISO 639-3: mgo,meta1238,Cameroon,,28623,,,28623,,,,28623,,,Widekum; Mbudikem; Widerkum,WIDEKUM,Cameroon Bantu,28623,53103,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottometa1238 @Ethnomgo @WikiWidikum  
-9.66,21.41,-10.9,23.98,Africa,Central Africa,S Central Africa,Angola/ S DR Congo/ N W Zambia,Chokwe,"Muconda, Lunda Sul Prov, Angola",S C Bantu,,,Tropical Gardeners,1963,Humid Subtropical,Cwa,AH-Tropical Forest,scfal728,Chokwe,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Bantu, Narrow Bantu, Chokwe-Lunda",ISO 639-3: cjk,chok1245,Angola,,13795,13795,,,,,,13795,,1,Tchokwe,CHOKWE,Western Central Bantu,13795,58165,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottochok1245 @Ethnocjk @WikiChokwe  
-11.18,23.97,-10.9,23.98,Africa,Central Africa,S Central Africa,Angola/ S DR Congo/ N W Zambia,Lunda,"Cazombo, Moxico Prov, Angola",S C Bantu,,,Tropical Gardeners,1957,Humid Subtropical,Cwa,,,Lunda,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Narrow Bantu, Njila, Chokwe-Lunda, Lunda-Ruund-Kete",ISO 639-3: lun,lund1266,Angola,,20230,20230,,,,,,,,11,Balunda; Luunda; Ruund,LUNDA,Western Central Bantu,20230,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottolund1266 @Ethnolun @WikiLunda  
-12.95,30.23,-14.37,28.63,Africa,Central Africa,S Central Africa,C Zambia,Bantu Lala,"Muchinda, Serenje Dist, Zambia",S C Bantu,,,Tropical Gardeners,1957; 1963,Humid Subtropical,Cwa,AH-Sudan,scfal653,Lala-Roba,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Central Western Bantu",ISO 639-3: lla,lala1261,Zambia,,19614,19614,,,,,19614,19614,,10,,LALA,Eastern Central Bantu,19614,40524,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottolala1261 @Ethnolla @WikiLala-Roba  
-13.55,23.11,-12.07,24.01,Africa,Central Africa,S Central Africa,E Angola/ N W Zambia,Luvale,"Balovale (Zambezi), North-Western Prov, Zambia",S C Bantu,,,Tropical Gardeners,1957,Humid Subtropical,Cwa,AH-Sudan,scfal661,Luvale,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Central Western Bantu",ISO 639-3: lue,luva1239,Zambia; Angola,,20252,20252,,,,,,20252,,10,Lovale; Balovale; Luena; Lwena,LUVALE,Western Central Bantu,20252,7247,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottoluva1239 @Ethnolue @WikiLovale  
-7.32,23.61,-10.8,27.79,Africa,Central Africa,S Central Africa,"Haut-Katanga Prov, S E DR Congo",Kanioka,"Likasi, Haut-Katanga Prov, DR Congo",S C Bantu,,,Tropical Gardeners,1957,"Humid Subtropical, Humid Subtropical Oceanic Highland","Cwa, Cwb",,,Kanyok,"Atlantic-Congo, Benue-Congo, Bantoid, Narrow Bantu, Luban, Lubaic",ISO 639-3: kny,kany1247,Congo,,17997,17997,,,,,,,,3,Kanyok; Balungu; Bena Kanioka; Bin Kaniok; Kaniaka; Kaniika,KANIOKA,Western Central Bantu,17997,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottokany1247 @Ethnokny @WikiKanyok  
-8.98,14.89,-8.31,14.65,Africa,Central Africa,S Central Africa,N W Angola,Northern Mbundu,"Malanje, Malanje Prov, Angola",S C Bantu,,,Tropical Gardeners,1935-36,Tropical Savannah,Aw,AH-Sudan,scfal610,Kimbundu/ Umbundu,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Central-Western Bantu, Njila, Northern Njila, Mbundu",ISO 639-3: kmb,kimb1241,Angola,,12794,12794,,,,,,12794,,1,Ambundu,BUNDO,Western Central Bantu,12794,64049,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottokimb1241 @Ethnokmb @WikiAmbundu  
-4.31,27.24,-6.26,23.93,Africa,Central Africa,S Central Africa,S C DR Congo,Luba,"Lubumbashi, Haut-Katanga Prov, DR Congo",S C Bantu,,,Tropical Gardeners,1952,"Tropical Savannah, Humid Subtropical,Humid Subtropical Oceanic Highland","Aw, Cwa, Cwb",AH-Tropical Forest,scfal760,Luba-Lulua,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Narrow Bantu, Luban, Lubaic",ISO 639-3: lua,luba1249,Democratic Republic of the Congo,,20131,20131,,,,,,20131,,12,Baluba; Luba-Shankaji; Luba-Bambo,LUBA,Southern Equatorial Bantu,20131,41806,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottoluba1249 @Ethnolua @WikiLuba  
-11.63,29.02,-11.72,25.64,Africa,Central Africa,S Central Africa,S DR Congo/ N Zambia,Aushi Bemba,"Kundamfuma, Luapula Prov, Zambia",S C Bantu,,,Tropical Gardeners,1957,Humid Subtropical,Cwa,,,Aushi,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Sabi, Malungu-Central Sabi, Central Sabi, Bemba",ISO 639-3: auh,aush1241,Democratice Republic of the Congo; Zambia,,11067,11067,,,,,,,,2,Ushi,AUSHI,Western Central Bantu,11067,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottoaush1241 @Ethnoauh @WikiBemba  
-10.61,29.31,-11.72,25.64,Africa,Central Africa,S Central Africa,S DR Congo/ N Zambia,Bemba,"Luapula Prov, Zambia",S C Bantu,,,Tropical Gardeners,1957,Humid Subtropical,Cwa,AH-Sudan,scfal600,Bemba (Zambia),"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, East Bantu",ISO 639-3: bem,bemb1257,Zambia; Democratic Republic of the Congo,,12002,12002,,,,,12002,12002,,9,BaBemba; Awemba; BaWemba,BEMBA,Eastern Central Bantu,12002,57902,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottobemb1257 @Ethnobem @WikiBemba  
-7.77,27.59,-11.72,25.64,Africa,Central Africa,S Central Africa,S DR Congo/ N Zambia,Hemba,"Kolwezi, Luluaba Prov, DR Congo ",S C Bantu,,,Tropical Gardeners,1952,"Humid Subtropical, Humid Subtropical Oceanic Highland","Cwa, Cwb",,,Hemba-Yazi,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Central-Western Bantu, Luban, Lubaic, Bangubangu-Kasai",ISO 639-3: hem,hemb1242,Democratic Republic of the Congo,,20142,20142,,,,,,,,1,Eastern Luba,LUBA-HEMBA,Sotho,20142,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottohemb1242 @Ethnohem @WikiHemba  
-8.98,28.8,-11.72,25.64,Africa,Central Africa,S Central Africa,S DR Congo/ N Zambia,Shila,"L Mweru, Luapula Prov, Zambia",S C Bantu,,,Tropical Gardeners,,Tropical Savannah,Aw,,,Shila,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Sabi, Malungu-Central Sabi, Taabwa",,shil1264,Zambia; Democratic Republic of the Congno,,25400,,,,25400,,,,,,,SHILA,Eastern Central Bantu,,14435,,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottoshil1264    
-0.92,13.01,-1.44,11.8,Africa,Central Africa,W Equatorial Coast,S C Gabon,Adouma,"Ogooue-Lolo Prov, Gabon",W Equatorial Bantu,,,Tropical Gardeners,1946,Tropical Savannah,Aw,,,Duma,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Ndjavi B",ISO 639-3: dma,duma1253,Gabon,,14807,14807,,,,,,,,2,Duma,DUMA,Southern Equatorial Bantu,14807,,wiki,"The Adouma (Duma) people of Gabon, located in the Ogooue River region, are known as expert boatmen and canoe makers and in the past were slave traders. They worship spirits and ghosts and make remarkable masks for celebrations and rituals.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottoduma1253 @Ethnodma @WikiDuma  
-0.01,11.71,-1.44,11.8,Africa,Central Africa,W Equatorial Coast,S C Gabon,Okande,"Lope, OgoouÃ©-Ivindo Prov, Gabon",W Equatorial Bantu,,,Tropical Gardeners,1946,Tropical Savannah,Aw,,,Kande,"Atlantic-Congo, Volta-Congo, Benue-Congo, Southern Bantoid, Okani",ISO 639-3: kbs,kand1300,Gabon,,23073,23073,,,,,,,,2,Kande,OKANDE,Southern Equatorial Bantu,23073,,wiki,"The Okande people are a small group living in Gabon, Africa. Despite exploitation, disease and violence, they have held tightly to their traditions and core beliefs. The Mwiri, a male initiation society, is the stronghold of tradition, customs, and religious beliefs of the Okande people. Members are in charge of rituals and ceremonies connecting them with the ancestors, who must be honored and respected. Cultural traditions are expressed through music and dance.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottokand1300 @Ethnokbs @WikiOkande  
3.16,11.64,2.17,11.34,Africa,Central Africa,W Equatorial Coast,S Cameroon/ Equatorial Guinea/ N Gabon,Bulu,"Ebolowa, South Reg, Cameroon",Beti-Pahuin W Equatorial Bantu,,Fang,Tropical Gardeners,1954,"Tropical Savannah, Monsoon","Aw, Am",AH-Tropical Forest,scfal725,Bulu (Cameroon),"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Yaunde-Fang",ISO 639-3: bum,bulu1251,Cameroon; Equatorial Guinea; Gabon,,12783,12783,12783,,,12783,,12783,,13,Boulou; Beti-Pahuin,BULU,Southern Equatorial Bantu,12783,61233,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottobulu1251 @Ethnobum @WikiBeti-Pahuin  
1.72,11.61,2.17,11.34,Africa,Central Africa,W Equatorial Coast,S Cameroon/ Equatorial Guinea/ N Gabon,Fang,"Rio Muni, Continental Reg, Equitorial Guinea",Beti-Pahuin W Equatorial Bantu,,Fang,Tropical Gardeners,1960; 1967,Monsoon,Am,,,Fang,"Atlantic-Congo, Volta-Congo, Bantoid, Narrow Bantu, Yaunde-Fang, Fang (Equatorial Guinea)",,fang1247,Equatorial Guinea; N Gabon,,30187,30187,,,,,,,,4,M'fang; FÄÅn; Pahuin,,Southern Equatorial Bantu,,,wiki,"The Bantu-speaking Fang people of Gabon live in villages in forest clearings, in huts made of branches and twigs. Fang men gather in a large hut from which women are prohibited. The menâ€™s hut is also where the bones of important ancestors of the clan are stored. The Fang worship their ancestors, believing that the spirits of their ancestors have the power to determine an individualâ€™s life. The men hunt in the forestâ€”buffalo, antelopes, chimpanzees, gorillas, and elephants. Women farm the fields, gather fruits, and fish in the rivers. The Fang are patriarchal and practice polygamy, each wife having her own hut where she lives with her children.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottofang1247  @WikiFang  
